,words,sentiments
350,why dis girl get fish skin dis na warning  dis video fit make you feel one kain ,Positive
351,amida na five year old pikin wey get rare condition wey make her skin be like  fish scale   wetin be dis lamellar ichthyosis wey she dey suffer from   ,Positive
352,defence hq dey react to tori say dem dey bury soldiers for secret to hide casualty figure ,Negative
353,buhari waec certificate  how to recover your original kpali if e loss  sabi fake certificate,Negative
354,shiites match break ontop free zakzaky protest for nigeria,Positive
355,anglophone crisis  sisiku  odas start hunger strike over missing anglophone prisoners,Negative
356,nigerian senate order govnor godwin obaseki to issue fresh proclamation letter to di seventh edo house of assembly within one week or else dem go take ova ,Positive
357,nigeria former minister of information and culture tell senate during im screening say im grand pikin ask am why pipo dey call am  liar mohammed ,Positive
358,five years afta di attack wey kill im best friend shehu still dey affected by di violence ,Positive
359,court rule say katy perry copy hit song dark horse from christian rapper,Negative
360,building collapse  two storey building fall down as landlord try to change pillars,Negative
361,kamto and e supporters don make six moon for ngata  amnesty wan goment for investigate torture,Negative
362,shiite protest  police warn nigerians not to circulate fake security advice  order security to tight kakaraka,Negative
363,obituary  tunisia don choose who go replace late president beji caid essebsi,Negative
364,kidnapping  police confam fresh kidnap along lagos ibadan eress way,Positive
365,shiite protesters enta street again afta bloody monday clash,Negative
366,kenya finance minister henry rotich under arrest for corruption,Negative
367,faan say di  strange man  wey climb plane for lagos airport na from niger,Negative
368,faan suspend aviation security ogas on duty wen  strange man  climb plane,Negative
369,ruga  states for nigeria wey wan do settlement for herdsmen,Negative
370,strange man  wey run from bush stop aeroplane from takeoff for lagos,Negative
371,update dey on di tori  di coach don dey beg di kidnappers say make dem free im mama,Positive
372,di latest update on di kidnap of samson siasia mama,Positive
373,cameroon drug sellers say deh go wear one trouser wit minister  as e wan stop dem business,Negative
374,  you go fit trust di app with your face  if you dey worry or wonder wetin faceapp go use your foto do afta you use dia app  read am here ,Positive
375,edo state speaker reject call to shut down assembly,Negative
376,minimum wage in nigeria  trade union threaten fresh strike as muhammadu buhari order immediate payment of n30k to junior civil servants,Positive
377,can on coza  why cancel fresh protest ontop biodun fatoyinbo,Positive
378,minimum wage  trade union dey threaten fresh strike ontop say president muhammadu buhari order immediate payment of n30k to junior civil servants inside  ,Positive
379,obasanjo letter to buhari  miyetti allah say obj dey give fulani herdsmen bad name  elain why dem call for im arrest,Negative
380,police arrest man wey call museveni  thief and liar  ontop facebook,Negative
381,obasanjo open letter  nigeria fit suffer rwanda genocide    obj warn buhari,Positive
382,fresh gist  appeal court don troway suit wey challenge education qualification,Positive
383,r  kelly dey under arrest ontop federal  sex trafficking charges ,Negative
384,police for kano arrest three young boys wey kidnap and over drug five year old pikin,Positive
385,south african rapper aka eress im pain as super eagles win bafana bafana for afcon 2019,Positive
386,world population day  woman wey born 17 times want more,Positive
387,building collapse  secondary school fall down for port harcourt,Negative
388,trump  uk ambassador wey us presido call  stupid  arrogant fool  don resign,Negative
389,shiite protest  senate dey vex for islamic movement of nigeria  security tight for national assembly,Negative
390,america ban cameroon military official jean claude ango ango for seka bush meat trade corruption,Negative
391,latest news about senator elisha abbo dey make pipo tok about senator oluremi tinubu,Positive
392,sex abuse  rivers court sentence man wey rape eight years old to six years for prison,Positive
393,serena williams go pay  10 000 fine say she spoil wimbledon court,Positive
394,daniel sturridge say im ready to pay n11 million or  anytin  as ransom for im dog wey dem tiff,Positive
395,ivf  mistake   us couple say dem give birth to pikin wey no be dia own,Positive
396,ghana vs tunisia  coach kwesi appiah blame black stars exit on var,Negative
397,ghana vs tunisia  black stars don crash out of 2019 afcon,Negative
398,custom officer wey promote imsef to comptroller general get mental problem   attah,Negative
399,cameron boyce  five quick facts wey you suppose know about di disney star wey die at 20,Positive
400,women wey dey use dangerous  skin lightening products  dey risk dia health ,Negative
401,icc rule say dr congo bosco ntaganda dey guilty of war crimes,Negative
402,nigeria vs cameroon  super eagles wilfred ndidi say im no fit assure nigerians anytin,Positive
403,osaze odemwingie criticise defence tactics of nigeria super eagles coach gernot rohr,Positive
404,live video as our pipo from bbc yoruba service dey live for ijegun  lagos where early mor mor fire happun on thursday,Positive
405,ghana parliament  campaigners wan ghanaians to march against lawmakers,Negative
406,kidnapping   i no sleep for 62 days  president buhari no dey fit sleep ,Positive
407,facebook  instagram  whatsapp eerience small palava,Negative
408,heavy rain for japan don pursue 800 000 pipo comot from house,Negative
409,libya attack  at least 40 pipo don die for one detention centre,Negative
410,ruga na serious mata and must be handled with care   soyinka,Negative
411,brazil vs argentina  messi magic no work as dem lose 2 0 for copa semi final,Positive
412,court don rule say former govnor ayodele fayose fit travel abroad even if im get  corruption case  wit efcc,Positive
413,plans to build new 450 seater parliament chamber dey bore ghanaians chakaa,Positive
414,radio bayelsa shut down afta early morning fire outbreak,Negative
415,coza  pastor biodun fatoyinbo don step down from pulpit,Negative
416,ghana wan make insults against female politicians crime,Negative
417,nigerians don gada say make pastor biodun fatoyinbo comot afta rape allegations from celeb photographer busola dakolo watch live ,Positive
418,rape and consent na serious mata not just for naija but di whole world  make e for no loss  una ogbonge celebs chook mouth on top di mata for we new program  tok tok feat     amp ,Positive
419,kano emir comot imam wey no gree stop ramadan fast afta sultan order am,Positive
420,black stars thomas agyepong go miss next match  andre ayew appearance be fifty fifty,Negative
421,afcfta  di problem nigeria get wit africa continental free trade area agreement   muhammadu buhari,Positive
422, i say ah  omo no go dia  dis tin no easy  if i try am i go knack my head for ground    japa    ,Negative
423,drug abuse  nigeria anti drug law agency say cocaine  heroine na im young pipo abuse pass for one south south state,Positive
424,why zimbabwe ban foreign currency,Negative
425,ncaa dey investigate ore road helicopter wey go pick stroke victim,Negative
426,nigeria v guinea    bonus wahala fit affect super eagles for nations cup ,Positive
